"","some_txt","emotion","polarity"
"2631","covid indiathere werefresh cases in lasthours with chhattisgarh and chandigarh reporting their first covid patients on early thursday one more person infected with coronavirus died in punjab which decided to impose fresh restrictions","unknown","negative"
"2632","the himachalpradesh government on thursday banned the entry of domestic and foreign tourists till further orders the ban was imposed to prevent the spread of coronavirus coronavirusupdate coronavirusindia covid photo ians","unknown","positive"
"2633","‡ï‡ö‡‡ã‡‡‡ç‡ï‡ç‡ï‡ç ‡ó‡ã‡‡Ç‡‡ç‡‡Ç ‡ï‡Å‡ˇ‡‡ö‡ç‡ö‡‡‡‡ï‡ç‡ï‡ç ‡ï‡‡ˇ‡ç‡ˇ‡‡‡‡ç ‡û‡ˇ‡ç‡ˇ‡‡‡ç‡‡Ü ‡‡‡ coronavirusindia cowurine covidindia viral covid","unknown","positive"
"2634","to health care and social services nonetheless covid has prompted the temporary closure of our schools around the globe our primary obligation is to protect our students‚Äô health during this unprecedented global crisis christel house staff in india","joy","negative"
"2635","rbi covid rbi asks most of its staff work from home mumbai as the coronavirus infection spreads faster and deeper into the country the reserve bank of india rbi has allowed majority","unknown","neutral"
"2636","restore g in jk g will help to spread covid awareness among common masses teachers can teach students online research scholars can download the required material doctors can upload awareness videos plz retweet friends","unknown","positive"
"2637","coronavirus quarantine in indiacovid some travelers from highrisk countries escaped quarantine in india","unknown","positive"
"2638","coronavirus latest india bans all international flights for one week as country reports fourth covid death","unknown","negative"
"2639","covid india reports th death total number of cases touches","unknown","negative"
"2640","in line with the government of india directives amu has closed the reading halls of the maulana azad library till aprilowing to the covid coronavirus spread","anger","positive"
"2641","pm modi hails aiims doctor odisha cm in fight against covidmodi newindia bjp india positiveindia sankalpsesiddhi","unknown","negative"
"2642","on a lighter pakistan is ahead of india in numbers of covid cases but they wont be happy of being ahead of us for the first time praying that coronavirusoutbreakindia and coronainpakistan ends soon and we are ready for another bout coronavirusupdate coronavirusindia","joy","positive"
"2643","new podcast india can stop covidsays bmc chief praveen pardeshi onbmc coronavirus covid sanitize","unknown","positive"
"2644","mustread your one go to guide for all you ever wanted to know about coronavirus coronavirusindia coronavirusoutbreakindia coronavirusupdate coronainmaharashtra coronavirusreachesdelhi covidindia covidindia covid","unknown","positive"
"2645","daily wage workersrickshaw pullers contract staffsmall eating jointswe are going to witness some major issues as aftermath of covid in india more than mn such ppl will be impacted","unknown","positive"
"2646","indiafightscorona moving a step ahead towards finding a vaccine for covid india has become the fifth country in the world to successfully isolate the virus strain after japan thailand the us and china","unknown","negative"
"2647","staff selection commission is conducting chsl examination amid covid","unknown","positive"
"2648","sectionin kalaburgi karnataka covidindia covidindia corona","unknown","positive"
"2649","man whose daughter was rescued from covidhit italy lauds father figure pm narendra modimodi newindia bjp india positiveindia sankalpsesiddhi","unknown","negative"
"2650","‡ú‡‡ç‡‡Ç ‡î‡ ‡ï‡‡ç‡‡Ä‡ ‡ï‡á ‡‡ã‡ó‡ã‡Ç ‡ï‡á ‡‡‡è covid ‡ï‡á ‡ñ‡‡‡á ‡ï‡ã ‡ï‡ ‡ï‡‡‡á ‡ï‡á ‡‡‡è ‡á‡Ç‡ˇ‡‡‡á‡ˇ ‡‡á‡‡‡ì‡Ç ‡ï‡ã ‡‡Ç‡‡Ä ‡‡‡ ‡‡á ‡‡‡‡ ‡ï‡‡‡ ‡ú‡‡è‡amnesty international india","unknown","positive"
"2651","govt owns huge shares in itc do somethingcovidindia covid coronavirusupdate coronavirusoutbreakindia coronavirusindia modi staysafestayhome workingfromhome chinesecoronavirus","unknown","negative"
"2652","coronavirus in india what gives hope in fight against covid","unknown","neutral"
"2653","‡Ö‡ ‡ò‡‡‡‡‡ã‡Ç ‡ï‡ã ‡ï‡ú‡ ‡‡‡ù‡‡è ‚Äúworkfromhome‚Äù ‡ï‡ ‡‡‡‡ ‡ò‡ ‡‡á ‡ï‡‡ ‡‡ã‡‡ ‡‡à ‡‡ ‡ï‡Ä ‡ò‡ ‡ï‡ ‡ï‡‡ coronavirusoutbreakindia covidindia cronavirus coronavirusindia coronainmaharashtra coronoviruspandemic","unknown","positive"
"2654","chinesewuhanvirus coronavirusindia coronavirusupdate coronaviruschallenge covidindia covidbangalore coronavirusinindia coronainmaharashtra covid","unknown","positive"
"2655","watch our show coronavirus the politics economics and diplomacy with our guests dilip chenoysecgen amppast president anil agarwal ontonight atpm covidindia youtube link","unknown","negative"
"2656","as per ministry of healthfamily welfare total number of covid deaths in india rises tocovidindia coronavirusoutbreak coronavirusupdate covid coronavirusindia covid coronaviruspandemic coronaoutbreak chinesevirus covid","surprise","neutral"
"2657","a yearold man who died of coronavirus in mumbai hid travel history from officials india mumbai coronavirus coronavirusindia coronavirusoutbreak covid covid covid coronaindia","disgust","positive"
"2658","spirit of new india covid jaaye bhaad mein","unknown","positive"
"2659","no evidence of community transmission of covid in india icmr","unknown","positive"
"2660","indian pm is going to address the nation tonight on necessary steps to be taken on cvirus covidindia","unknown","negative"
"2661","as the nation watches with anxious palpitation the socalled transition of corona virus covidfrom stage ii to stage iii india still seems to be reluctant in implementing strictly the complete lockdown fordaysare we waiting for","fear","negative"
"2662","vmcvadodara healthyvadodara coronavirusindia coronavirus covid covid covidindia","unknown","positive"
"2663","covid some travelers from highrisk countries escaped quarantine in india","unknown","positive"
"2664","pmo india pm shriwill address the nation on th marchatpm during which he will talk about issues relating to covid and the efforts to combat it","unknown","negative"
"2665","covidindia dashboardcoronavirus covid coronavirusoutbreak coronavirusinindia coronaalert coronavirusupdates coronaviruspandemic coronavirussurge covid covid virus viruscorona viruscorona coronavirusupdate corona covidindia","unknown","negative"
"2666","is warm weather capable of beating covid know the truth coronavirusindia newsbharatiindia weather coronainmaharashtracoronavirusoutbreakindia","joy","positive"
"2667","hey imam i made this video in my spare time so as to try and help at least a few people in any way i can would you help me share this with others i‚Äôm a small youtuber from indiacovidthings you can do to help","unknown","negative"
"2668","i will tell my kids when india was fighting with covid ‚Ägovernment was doing its best to clear liberals both center and state govt ‚Äcommon citizens were doing their best ‚Äleft media was creating rumours and asking stupid questions ‚Äcongress giving credit to nehru","surprise","neutral"
"2669","stay safe stay healthy corona doctors india banarasichokra hygiene washhands who unicef italy coviddelhi","unknown","positive"
"2670","telangana cm to hold emergency meet on covid today covidpain covidindia coronavirusindia coronavirusoutbreakindia corona coronavirus telangana chandrashekarraocovidindia covid india indiafightscoronavirus","unknown","positive"
"2671","covid no international flights to land in india from marcentre asks states to enforce work from homeindiabloomsfirst portal on digital news managementnovelcoronavirus covid coronavirusoutbreak internationalaircrafts","unknown","positive"
